$CDC: RAGGRUPPAMENTI ;$CDC: Codice e descrizione;$CON: UNLG - Liv. 2;$CON: Codice;$CON: Descrizione;Ter_cod;Ter_descr;NOTE;gennaio;febbraio;marzo;aprile;maggio;giugno;luglio;agosto;settembre;ottobre;novembre;dicembre;Totale - Importo di default
3_8 CAAB ;440000 - CAAB - via Canali ;3_29100 Imposte tasse comunali/CCIAA;3011410100;IMPOSTA DI REGISTRO;0000001579;FRESH HUB LOGISTIC SRL ;;;;;;;;;-620.00;;;;;-620
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001221;SEDOC DIGITAL GROUP SRL ;;-408.80;-408.80;-408.80;-408.80;-408.80;-408.80;-408.80;-408.80;-408.80;-408.80;-408.80;-408.80;-4,906
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000002327;BEST TOOL SRL;;-437.64;-437.64;-437.64;-437.64;-437.64;-437.64;-437.64;-437.64;-437.64;-437.64;-437.64;-437.64;-5,252
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000002084;DATA DEA SRL;;-186.21;-186.21;-186.21;-186.21;-186.21;-186.21;-186.21;-186.21;-186.21;-186.21;-186.21;-186.21;-2,235
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001949;FORMULA IMPRESOFT SPA ;;-724.47;-724.47;-724.47;-724.47;-724.47;-724.47;-724.47;-724.47;-724.47;-724.47;-724.47;-724.47;-8,694
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000000846;DEDAGROUP SPA ;;-219.25;-219.25;-219.25;-219.25;-219.25;-219.25;-219.25;-219.25;-219.25;-219.25;-219.25;-219.25;-2,631
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04010 Costo lavoro dipendente;3010900100;SALARI E STIPENDI DIP.;;;;-47,979.43;-46,315.08;-46,223.68;-50,611.16;-49,270.94;-101,220.51;-46,703.27;-52,870.53;-45,919.70;-48,528.79;-48,404.02;-47,686.04;-631,733
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04010 Costo lavoro dipendente;3010900101;COSTI FERIE PERM.ROL NON GODUT;;;;-3,613.60;-4,302.82;-4,576.76;-1,028.37;-1,935.82;1,260.25;3,533.25;12,032.29;3,229.61;-1,224.06;-1,803.72;-1,776.96;-207
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04010 Costo lavoro dipendente;3010900102;COSTI PER RATEI 13ma-14ma DIP.;;;;-7,977.52;-7,769.83;-7,640.23;-8,162.31;-7,919.04;41,688.45;-7,769.13;-8,499.09;-7,616.25;-8,368.47;-8,030.35;-7,911.23;-45,975
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04010 Costo lavoro dipendente;3010901100;CONTRIBUTI INPS DIP.;;;;-14,744.23;-14,230.17;-14,191.95;-15,468.84;-15,083.07;-29,586.22;-14,318.59;-16,317.48;-14,276.83;-15,095.34;-15,028.48;-14,805.57;-193,147
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04010 Costo lavoro dipendente;3010901101;CTR PER FERIE PERM.ROL NON GOD;;;;-1,005.33;-1,167.27;-1,251.35;-249.88;-522.59;404.83;1,059.41;3,141.00;921.49;-345.61;-490.68;-483.41;11
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04010 Costo lavoro dipendente;3010901102;CTR SU RATEI 13ma e 14ma DIP.;;;;-2,202.21;-2,145.15;-2,106.47;-2,254.66;-2,186.14;11,519.09;-2,140.42;-2,529.91;-2,132.17;-2,344.82;-2,248.33;-2,214.98;-12,986
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04010 Costo lavoro dipendente;3010901601;CONTR.SANILOG DITTA;;;;-115.21;-111.29;-110.04;-110.75;-113.04;-119.33;-110.81;-120.92;-108.57;-115.38;-113.61;-111.92;-1,361
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04010 Costo lavoro dipendente;3010903000;TFR DIP.;;;;-3,938.88;-3,816.09;-3,771.01;-3,983.50;-4,024.80;-3,743.75;-3,853.98;-4,322.63;-3,770.23;-4,043.41;-3,966.34;-3,907.50;-47,142
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04010 Costo lavoro dipendente;3010904000;PREVID.COOPERATIVA DIP.;;;;-90.44;-87.36;-86.38;-95.45;-95.82;-193.53;-89.85;-102.51;-88.04;-94.27;-92.83;-91.45;-1,208
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04010 Costo lavoro dipendente;3010904202;DIRCOOP DIP. F.DO PENSIONE;;;;-672.62;-649.73;-642.46;-646.56;-659.92;-696.66;-646.90;-705.98;-633.86;-673.59;-663.26;-326.71;-7,618
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04010 Costo lavoro dipendente;3010904600;EBILOG DIP.;;;;-24.55;-23.71;-23.44;-23.59;-24.08;-25.42;-23.61;-25.76;-23.13;-24.58;-24.20;-11.92;-278
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04010 Costo lavoro dipendente;3010902000;CONTRIBUTI INAIL DIP;;;;-488.50;-471.87;-466.60;-469.57;-479.28;-505.96;-469.82;-512.73;-460.35;-489.21;-481.70;-237.28;-5,533
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04999 Costo lavoro altri costi;3010601100;CARBURANTI E LUBRIFICANTI  AUT;;;500 AZ.LE;-120.00;-120.00;-120.00;-120.00;-120.00;-120.00;-120.00;-120.00;-120.00;-120.00;-120.00;-120.00;-1,440
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04999 Costo lavoro altri costi;3010601300;CARB.E LUBRIF.SI BENEFIT;;;100% auto Cevenini,Leoni e Sarti + ex auto Pisani fino 05;-655.00;-655.00;-655.00;-655.00;-655.00;-940.00;-940.00;-940.00;-940.00;-940.00;-690.00;-690.00;-9,355
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04999 Costo lavoro altri costi;3010602500;OMAGGI AL PERSONALE;0000001455;SOLE DI SAN MARTINO S.R.L.;;;;;;;;;;;;-1,200.00;;-1,200
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04999 Costo lavoro altri costi;3010701000;PEDAGGI AUTOMEZZI DED.;;;500 AZ.LE;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-720
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04999 Costo lavoro altri costi;3010741800;LAVAGGIO AUTOMEZZI    SI BENEF;;;100% auto Cevenini,Leoni e Sarti + ex auto Pisani fino 05;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-600
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04999 Costo lavoro altri costi;3010742200;MENSA;;;;-1,180.87;-1,152.84;-1,152.84;-1,181.92;-1,170.58;-1,155.05;-1,017.46;-1,007.49;-1,008.11;-1,156.30;-1,156.30;-1,130.77;-13,471
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04999 Costo lavoro altri costi;3010742400;PEDAGGI AUTO  SI BENEFIT;;;100% auto Cevenini,Leoni e Sarti + ex auto Pisani fino 05;-10.00;-10.00;-14.00;-10.00;-75.00;-129.00;-125.00;-129.00;-125.00;-105.00;-55.00;-59.00;-846
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04999 Costo lavoro altri costi;3010801100;NOLEGGI SI BENEFIT;;;100% auto Cevenini,Leoni e Sarti + ex auto Pisani fino 05;-2,004.71;-2,004.71;-2,004.71;-2,004.71;-2,004.71;-2,091.24;-2,091.24;-2,091.24;-2,091.24;-2,091.24;-2,091.24;-2,091.24;-24,662
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04999 Costo lavoro altri costi;3010801500;SPESE ACC.NOLEGGI SI BENEFIT;;;100% auto Cevenini,Leoni e Sarti + ex auto Pisani fino 05;-1,448.16;-1,448.16;-1,448.16;-1,448.16;-1,448.16;-1,471.04;-1,471.04;-1,471.04;-1,471.04;-1,471.04;-1,471.04;-1,471.04;-17,538
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04999 Costo lavoro altri costi;3010909000;RIMBORSO SPESE DIP;;;;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-25.00;-300
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04999 Costo lavoro altri costi;3010909300;COVID 19 - D.P.I. DA RIMBORSAR;;;50% anno precedente ;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-50.00;-600
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_04999 Costo lavoro altri costi;3011100111;RIMAN.INIZIALI  D.P.I. COVID;;;50% fst;-400.00;;;;;;;;;;;;-400
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001650;ENERJ S.R.L.;;-1,350.40;-1,350.40;-1,350.40;-1,350.40;-1,350.40;-1,350.40;-1,350.40;-1,350.40;-1,350.40;-1,350.40;-1,350.40;-1,350.40;-16,205
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001268;HTTPLAB DI GIULIANO GRAZIA;;-4.16;-4.16;-4.16;-4.16;-4.16;-4.16;-4.16;-4.16;-4.16;-4.16;-4.16;-4.16;-50
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000000924;LANTECH LONGWAVE S.P.A.;;-81.67;-81.67;-81.67;-81.67;-81.67;-81.67;-81.67;-81.67;-81.67;-81.67;-81.67;-81.67;-980
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000002254;SOFTWARE PRODUCTS ITALIA SRL;;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-83.33;-1,000
3SERV_IT;107000 - Servizi IT;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000000946;QUIX SRL;;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-3,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000001808;RENTOKIL INITIAL ITALIA S.P.A.;;-115.10;-115.10;-115.10;-115.10;-115.10;-115.10;-115.10;-115.10;-115.10;-115.10;-115.10;-115.10;-1,381
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06210 Costi manutenzione;3010715101;ALTRI CANONI MANUTENZIONE;0000002074;WOLTERS KLUWER ITALIA S.R.L.;;-141.66;-141.66;-141.66;-141.66;-141.66;-141.66;-141.66;-141.66;-141.66;-141.66;-141.66;-141.66;-1,700
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000000336;STANZANI S.P.A.;;-440.98;-440.98;-440.98;-440.98;-440.98;-440.98;-440.98;-440.98;-440.98;-440.98;-440.98;-440.98;-5,292
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06210 Costi manutenzione;3010715102;CANONI DI MANUT.BENI MATERIALI;0000000977;CGP ASCENSORI DI CORTI GIAN PIERO ;;-95.35;-95.35;-95.35;-95.35;-95.35;-95.35;-95.35;-95.35;-95.35;-95.35;-95.35;-95.35;-1,144
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06210 Costi manutenzione;3010730300;MAN.RIP.BENI DI TERZI;;;;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-3,600
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06210 Costi manutenzione;3010730903;MAN.RIP.IMMOBILIARI 5%;;;;;;-150.00;;;-150.00;;;-150.00;;;-150.00;-600
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06220 Altre spese prestazioni;3010720300;CONSULENZE SICUREZZA;0000000413;CADIAI COOP SOC;;-158.33;-158.33;-158.34;-158.33;-158.33;-158.34;-158.33;-158.33;-158.34;-158.33;-158.33;-158.34;-1,900
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;0000001659;SERVIZI TELEMATICI BOLOGNA S.R.L. ;;0.00;-178.00;0.00;0.00;0.00;0.00;0.00;-465.00;-120.00;-105.00;0.00;0.00;-868
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;;;(centri Dyadea, Arval, Almalaurea, Energy Lab…);-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-550.00;-6,600
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;0000000287;COSEPURI SOC.COOP.P.A ;;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-100.00;-1,200
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;0000001530;GIARDINAMICO DI GIORGIO LUBRANO;;-291.67;-291.67;-291.67;-291.67;-500.00;-291.67;-291.67;-291.67;-291.67;-291.67;-291.67;-291.67;-3,708
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;0000002540;COMELLINI MATTEO ;consulenza Adr;-34.67;-34.67;-34.67;-34.67;-34.67;-34.67;-34.67;-34.67;-34.67;-34.67;-34.67;-34.67;-416
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06220 Altre spese prestazioni;3010740400;ALTRE SPESE PER PRESTAZIONI;0000001684;PROTENDO SOC COOP;nuovo fornitore privacy;-966.67;-966.67;-966.66;-966.67;-966.67;-966.66;-966.67;-966.67;-966.66;-966.67;-966.67;-966.66;-11,600
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06250 Pulizie;3010742701;PULIZIE LOCALI;0000001744;ECO CLEAN SOC. COOP.;;-862.00;-862.00;-862.00;-862.00;-862.00;-862.00;-862.00;-862.00;-862.00;-862.00;-862.00;-862.00;-10,344
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06260 Vigilanza;3010744000;VIGILANZA LOCALI;0000000235;COOPSERVICE S.COOP.P.A.;;-45.90;-45.90;-45.90;-45.90;-45.90;-45.90;-45.90;-45.90;-45.90;-45.90;-45.90;-45.90;-551
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06270 Noleggi;3010800800;NOLEGGI;0000000305;CULLIGAN ITALIANA S.P.A.;;-11.00;-11.00;-11.00;-11.00;-11.00;-11.00;-11.00;-11.00;-11.00;-11.00;-11.00;-11.00;-132
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06270 Noleggi;3010800800;NOLEGGI;0000001931;ZUCCHETTI S.P.A.;;-233.09;-233.09;-233.09;-233.09;-233.09;-233.09;-233.09;-233.09;-233.09;-233.09;-233.09;-233.09;-2,797
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06270 Noleggi;3010800800;NOLEGGI;0000001931;ZUCCHETTI S.P.A.;integrazione per conguagli ;-415.00;-415.00;-415.00;-415.00;-415.00;-415.00;-415.00;-415.00;-415.00;-415.00;-415.00;-415.00;-4,980
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06270 Noleggi;3010800800;NOLEGGI;0000000394;CEA ESTINTORI S.P.A.;;-22.30;-22.30;-22.30;-22.30;-22.30;-22.30;-22.30;-22.30;-22.30;-22.30;-22.30;-22.30;-268
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06280 Utenze;3010705000;ACQUA;0000001867;HERA SPA ;;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-75.00;-900
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06280 Utenze;3010705100;SPESE RISCALDAMENTO;0000000903;SINERGAS S.P.A. ;incremento costo +50% su valori 2021;-1,620.00;-1,400.00;-1,080.00;-900.00;-200.00;-100.00;-100.00;-100.00;-100.00;-900.00;-1,080.00;-1,400.00;-8,980
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06280 Utenze;3010705200;ENERGIA ELETTRICA E FORZA MOTR;0000000579;AXPO ITALIA SPA ;incremento costo +50% su valori 2021 da luglio ;-900.00;-900.00;-900.00;-900.00;-900.00;-1,300.00;-1,896.00;-1,896.00;-1,500.00;-1,350.00;-1,350.00;-1,350.00;-15,142
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06290 Locazione;3010800100;AFFITTI PASSIVI E SPESE CONDOM;;;Comune di Anzola;-4,663.57;-4,663.57;-4,663.57;-4,768.50;-4,768.50;-4,768.50;-4,768.50;-4,768.50;-4,768.50;-4,768.50;-4,768.50;-4,768.50;-56,907
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06310 Assicurazioni;3010710000;ASSICURAZIONI   DIVERSE;;;rischi speciali+spedizionieri+kasko +tutela legale cda e spediz;-570.83;-570.83;-570.83;-570.83;-570.83;-570.83;-570.83;-570.83;-570.83;-570.83;-570.83;-570.83;-6,850
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06310 Assicurazioni;3010710000;ASSICURAZIONI   DIVERSE;;;infortuni/tcm/ritiro patente/tutela legale quadri e dirigenti;-1,216.33;-1,216.33;-1,216.33;-1,216.33;-1,216.33;-1,216.33;-1,216.33;-1,216.33;-1,216.33;-1,216.33;-1,216.33;-1,216.33;-14,596
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06310 Assicurazioni;3010710004;ASSICURAZIONE RCA;;;D&NO;-1,066.92;-1,066.92;-1,066.92;-1,066.92;-1,066.92;-1,066.92;-1,066.92;-1,066.92;-1,066.92;-1,066.92;-1,066.92;-1,066.92;-12,803
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06310 Assicurazioni;3010710005;ASSICURAZIONI INCENDIO E FURTO;;;all risk;-431.30;-431.30;-431.30;-431.30;-431.30;-431.30;-431.30;-431.30;-431.30;-431.30;-431.30;-431.30;-5,176
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06320 Materiale;3010601900;MATERIALE DI CONSUMO;;;;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-250.00;-3,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06320 Materiale;3010908700;MATERIALE PRONTO SOCCORSO;;;;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-15.00;-180
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06350 Consulenze/Legali/Sicurezza;3010720200;CONSULENZE AZIENDALI;0000002671;ALMA MATER STUDIORIUM UNIVERSITA' DI BOLOGNA;"PROGETTO ""MAGAZZINO""";-1,666.67;-1,666.67;-1,666.66;-1,666.67;-1,666.67;-1,666.66;-1,666.67;-1,666.67;-1,666.66;-1,666.67;-1,666.67;-1,666.66;-20,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06350 Consulenze/Legali/Sicurezza;3010720202;CONSULENZE AMMIN.IVE;0000001908;CERTIQUALITY S.R.L. ;certificazione UNI ESO-9001;-75.62;-75.62;-75.62;-75.62;-75.62;-75.62;-75.62;-75.62;-75.62;-75.62;-75.62;-75.62;-907
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06350 Consulenze/Legali/Sicurezza;3010720202;CONSULENZE AMMIN.IVE;0000002031;CERVED RATING AGENCY S.P.A.U.S.;assesment ESG;-687.50;-687.50;-687.50;-687.50;-687.50;-687.50;-687.50;-687.50;-687.50;-687.50;-687.50;-687.50;-8,250
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06350 Consulenze/Legali/Sicurezza;3010720202;CONSULENZE AMMIN.IVE;0000002031;CERVED RATING AGENCY S.P.A.U.S.;rating privato;-1,875.00;-1,875.00;-1,875.00;-1,875.00;-1,875.00;-1,875.00;-1,875.00;-1,875.00;-1,875.00;-1,875.00;-1,875.00;-1,875.00;-22,500
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06350 Consulenze/Legali/Sicurezza;3010720202;CONSULENZE AMMIN.IVE;0000002035;CERVED GROUP SPA;PROGETTO BP E BDG FINANZIARIO;-5,000.00;-5,000.00;-5,000.00;-5,000.00;-5,000.00;-5,000.00;-5,000.00;-5,000.00;-5,000.00;-5,000.00;-5,000.00;-5,000.00;-60,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06350 Consulenze/Legali/Sicurezza;3010720202;CONSULENZE AMMIN.IVE;0000002035;CERVED GROUP SPA;credit suite;-5,193.65;-2,962.50;-2,962.50;-2,962.50;-2,962.50;-2,962.50;-2,962.50;-2,962.50;-2,962.50;-2,962.50;-2,962.50;-2,962.50;-37,781
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06350 Consulenze/Legali/Sicurezza;3010720203;CONSUL. E PREST. PROFESSIONALI;0000002679;COLLARINI ENERGY CONSULTING SRL;Assistenza energia;-166.67;-166.67;-166.66;-166.67;-166.67;-166.66;-166.67;-166.67;-166.66;-166.67;-166.67;-166.66;-2,000
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06350 Consulenze/Legali/Sicurezza;3010720600;SPESE LEGALI E NOTARILI;;;;-400.00;-400.00;-400.00;-400.00;-400.00;-400.00;-400.00;-400.00;-400.00;-400.00;-400.00;-400.00;-4,800
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06360 Telefonia;3010705300;TELEFONICHE   DEDUCIBILI;0000002111;FASTWEB S.P.A.;;-225.00;-225.00;-225.00;-225.00;-225.00;-225.00;-225.00;-225.00;-225.00;-225.00;-225.00;-225.00;-2,700
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06360 Telefonia;3010705300;TELEFONICHE   DEDUCIBILI;0000002111;FASTWEB S.P.A.;sostituizione di Tim;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-40.00;-480
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06360 Telefonia;3010705300;TELEFONICHE   DEDUCIBILI;0000002120;WIND TRE SPA CON SOCIO UNICO;sostituzione di vodafone ;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-300.00;-3,600
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06370 Pubblicità;3010743600;SPESE PUBBLICITA';0000001803;ITALIAONLINE SPA;;-226.59;-226.59;-226.59;-226.59;-226.59;-226.59;-226.59;-226.59;-226.59;-226.59;-226.59;-226.59;-2,719
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06370 Pubblicità;3010743600;SPESE PUBBLICITA';0000002092;EDITRICE TEMI SRL ;;-116.67;-116.67;-116.66;-116.67;-116.67;-116.66;-116.67;-116.67;-116.66;-116.67;-116.67;-116.66;-1,400
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06380 Ammortamenti;3011000100;AMM.TO ATREZZATURA VARIA;;;;-180.48;-163.01;-180.48;-174.66;-180.48;-174.66;-180.48;-180.48;-174.66;-180.48;-174.66;-180.48;-2,125
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06380 Ammortamenti;3011000200;AMM.TO AUTOMEZZI DED.;;;;-122.16;-110.34;-122.16;-118.22;-122.16;-118.22;-122.16;-122.16;-118.22;-122.16;-118.22;-122.16;-1,438
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06380 Ammortamenti;3011000700;AMM.TO COSTRUZIONI LEGGERE;;;;-36.95;-33.37;-36.95;-35.75;-36.95;-35.75;-36.95;-36.95;-35.75;-36.95;-35.75;-36.95;-435
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06380 Ammortamenti;3011002400;AMM.TO IMPIANTO CONDIZIONAMENT;;;;-76.28;-68.89;-76.28;-73.81;-76.28;-73.81;-76.28;-76.28;-73.81;-76.28;-73.81;-76.28;-898
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06380 Ammortamenti;3011003400;AMM.TO MOBILI E MACCHINE ORDIN;;;;-373.93;-337.75;-373.93;-361.87;-373.93;-361.87;-373.93;-373.93;-361.87;-373.93;-361.87;-373.93;-4,403
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06380 Ammortamenti;3011011300;AMM.TO SPESE MANUT.BENI IN AFF;;;;-231.39;-208.99;-231.39;-223.92;-231.39;-223.92;-231.39;-231.39;-223.92;-231.39;-223.92;-231.39;-2,724
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010601000;CANCELLERIA E STAMPATI;;;;-420.00;-420.00;-420.00;-350.00;-1,750.00;-350.00;-350.00;-350.00;-250.00;-250.00;-250.00;-250.00;-5,410
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010603300;BENI PER RAPPRESENTANZA;;;;;;-230.00;;;-230.00;;;-230.00;;;-230.00;-920
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010603300;BENI PER RAPPRESENTANZA;0000001455;SOLE DI SAN MARTINO S.R.L.;;;;;;;;;;;;-1,500.00;-200.00;-1,700
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010740402;ELABORAZIONE CEDOLINI ;0000001562;HR SERVIZI SRL ;;-121.96;-121.96;-121.96;-121.96;-121.96;-243.92;-121.96;-121.96;-121.96;-121.96;-121.96;-243.92;-1,707
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010740800;COSTI FISCALM.INDEDUCIBILI;;;;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-60.00;-720
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010741300;FORMAZIONE DEL PERSONALE;0000001403;GRUPPO EUROCONFERENCE S.P.A. ;;-85.00;-85.00;-85.00;-85.00;-85.00;0.00;0.00;0.00;-85.00;-85.00;-85.00;-85.00;-765
3INDIRETTI CDC INDIRETTI ;100000 - Sede_Uff;3_06999 Altri costi;3010741300;FORMAZIONE DEL PERSONALE;;;;-186.25;-186.25;-186.25;-186.25;-186.25;-186.25;-186.25;-186.25;-186.25;-186.25;-186.25;-186.25;-2,235
